city,state_name,county_name
Folsom,Louisiana,St. Tammany
Noorvik,Alaska,Northwest Arctic
Oak Run,Illinois,Knox
Tilden,Illinois,Randolph
Hartland,Michigan,Livingston
Philadelphia,Tennessee,Loudon
Iron Station,North Carolina,Lincoln
Sarepta,Louisiana,Webster
Point Hope,Alaska,North Slope
Rocksprings,Texas,Edwards
Sonoita,Arizona,Santa Cruz
East Tulare Villa,California,Tulare
Westley,California,Stanislaus
Virginia City,Nevada,Storey
Allenwood,New Jersey,Monmouth
Oceanville,New Jersey,Atlantic
Adena,Ohio,Jefferson
New Berlin,Pennsylvania,Union
Scurry,Texas,Kaufman
Port Trevorton,Pennsylvania,Snyder
McIntyre,Georgia,Wilkinson
Renova,Mississippi,Bolivar
Hamden,Ohio,Vinton
Arlington,Oregon,Gilliam
Brantleyville,Alabama,Shelby
Schram City,Illinois,Montgomery
Greenwood,Minnesota,Hennepin
Baywood,Virginia,Grayson
Walnut Grove,Minnesota,Redwood
Davenport,Oklahoma,Lincoln
Mackay,Idaho,Custer
North Gate,California,Contra Costa
Glendale,Oregon,Douglas
Alexis,Illinois,Warren
Annabella,Utah,Sevier
Russellville,Tennessee,Hamblen
Atlas,Pennsylvania,Northumberland
Ridgecrest,Louisiana,Concordia
Cedarville,California,Modoc
Corfu,New York,Genesee
Fountain City,Indiana,Wayne
Cloverdale,Mississippi,Adams
Bass Lake,Ohio,Geauga
Madison Place,Ohio,Hamilton
Picture Rocks,Pennsylvania,Lycoming
Blue Ridge Manor,Kentucky,Jefferson
White Mills,Pennsylvania,Wayne
La Puerta,Texas,Starr
Bakersville,North Carolina,Mitchell
Jefferson,South Dakota,Union
Highmore,South Dakota,Hyde
Myrtle Springs,Texas,Van Zandt
Carnesville,Georgia,Franklin
McRae,Arkansas,White
White Springs,Florida,Hamilton
Green Mountain Falls,Colorado,El Paso
Unionville,Pennsylvania,Butler
Cimarron,New Mexico,Colfax
Kopperston,West Virginia,Wyoming
Crabtree,Oregon,Linn
Continental Courts,Pennsylvania,Centre
Satsop,Washington,Grays Harbor
Sebeka,Minnesota,Wadena
Dalzell,Illinois,Bureau
Piper City,Illinois,Ford
Bloomington,Wisconsin,Grant
Yatesville,Pennsylvania,Luzerne
Clyde,California,Contra Costa
Forkland,Alabama,Greene
Edenburg,Pennsylvania,Berks
Blandinsville,Illinois,McDonough
Bentleyville,Ohio,Cuyahoga
Blackduck,Minnesota,Beltrami
Eleva,Wisconsin,Trempealeau
Saybrook,Illinois,McLean
Hickory Flat,Mississippi,Benton
Allenhurst,Georgia,Liberty
Melbourne,Iowa,Marshall
Nelsonville,New York,Putnam
Tekoa,Washington,Whitman
Plandome Manor,New York,Nassau
Sunset Valley,Texas,Travis
Beverly,West Virginia,Randolph
Laytonville,California,Mendocino
Umapine,Oregon,Umatilla
Plains,Georgia,Sumter
Valley Bend,West Virginia,Randolph
Encore at Monroe,New Jersey,Middlesex
Asharoken,New York,Suffolk
Ryland Heights,Kentucky,Kenton
Marine on St. Croix,Minnesota,Washington
White River,South Dakota,Mellette
Pittsford,Michigan,Hillsdale
Dudley,Georgia,Laurens
Van Dyne,Wisconsin,Fond du Lac
Dobbins Heights,North Carolina,Richmond
Leighton,Alabama,Colbert
Ivanhoe,Virginia,Wythe
East Herkimer,New York,Herkimer
Sullivan,Wisconsin,Jefferson
Cotton Valley,Louisiana,Webster
Flat Lick,Kentucky,Knox
Golden,Illinois,Adams
Gideon,Missouri,New Madrid
Perry,Missouri,Ralls
Augusta,Illinois,Hancock
Williamson,Georgia,Pike
Bowen,Illinois,Hancock
Wellsburg,Iowa,Grundy
Holcomb,Missouri,Dunklin
Santa Fe Foothills,New Mexico,Santa Fe
Summerton,South Carolina,Clarendon
Heidelberg,Mississippi,Jasper
Vineland,Minnesota,Mille Lacs
Shelby,Nebraska,Polk
Notus,Idaho,Canyon
Clallam Bay,Washington,Clallam
Ocracoke,North Carolina,Hyde
St. Joseph,Louisiana,Tensas
Horseshoe Bend,Texas,Parker
Jamestown,Pennsylvania,Mercer
Penns Creek,Pennsylvania,Snyder
Medway,Ohio,Clark
Gaston,Indiana,Delaware
Paradis,Louisiana,St. Charles
Armstrong,Iowa,Emmet
Malott,Washington,Okanogan
Tannersville,New York,Greene
Clarks,Louisiana,Caldwell
Ventura,Iowa,Cerro Gordo
Doyle,California,Lassen
Harmony,Indiana,Clay
North City,Illinois,Franklin
Wilson,Louisiana,East Feliciana
Hoffman,Minnesota,Grant
Ducor,California,Tulare
Reardan,Washington,Lincoln
San Miguel,New Mexico,Doña Ana
Long Grove,Iowa,Scott
Poulan,Georgia,Worth
Ponca,Nebraska,Dixon
Bertrand,Missouri,Mississippi
Anguilla,Mississippi,Sharkey
Tovey,Illinois,Christian
Peeples Valley,Arizona,Yavapai
Tranquillity,California,Fresno
Hightsville,North Carolina,New Hanover
South Cle Elum,Washington,Kittitas
San Antonito,New Mexico,Bernalillo
Ariton,Alabama,Dale
Russellville,Ohio,Brown
Louise,Texas,Wharton
Jay,Florida,Santa Rosa
Hamersville,Ohio,Brown
Kelly,North Carolina,Bladen
Aaronsburg,Pennsylvania,Centre
Washington,Oklahoma,McClain
Clarks Hill,Indiana,Tippecanoe
New Hope,Texas,Collin
Malta,Ohio,Morgan
Sherrard,Illinois,Mercer
Cedarville,Illinois,Stephenson
Ruby,Michigan,St. Clair
Spring Lake,Utah,Utah
Foristell,Missouri,St. Charles
Many Farms,Arizona,Apache
North San Pedro,Texas,Nueces
Masthope,Pennsylvania,Pike
Kiowa,Colorado,Elbert
University Park,Iowa,Mahaska
Blooming Glen,Pennsylvania,Bucks
Cullen,Louisiana,Webster
Chester,Montana,Liberty
Highland Hills,Ohio,Cuyahoga
McDonald Chapel,Alabama,Jefferson
Lincoln Heights,Ohio,Richland
Minneola,Kansas,Clark
Greensburg,Kansas,Kiowa
LaMoure,North Dakota,LaMoure
Olanta,South Carolina,Florence
Boswell,Indiana,Benton
Millersburg,Kentucky,Bourbon
Matherville,Illinois,Mercer
Saltsburg,Pennsylvania,Indiana
Kearney Park,Mississippi,Madison
Turbeville,South Carolina,Clarendon
Dighton,Kansas,Lane
Wheatland,Pennsylvania,Mercer
Cromwell,Indiana,Noble
Loraine,Texas,Mitchell
Boyden,Iowa,Sioux
Parkin,Arkansas,Cross
South Mount Vernon,Ohio,Knox
Peters,California,San Joaquin
Hardin,Texas,Liberty
Scalp Level,Pennsylvania,Cambria
Aroma Park,Illinois,Kankakee
Botsford,Connecticut,Western Connecticut
Avella,Pennsylvania,Washington
Pultneyville,New York,Wayne
Millerstown,Pennsylvania,Perry
Underwood,North Dakota,McLean
Fieldsboro,New Jersey,Burlington
Onaway,Michigan,Presque Isle
Etna,California,Siskiyou
Humphrey,Nebraska,Platte
Parcelas Nuevas,Puerto Rico,Cidra
Rivesville,West Virginia,Marion
Christiansburg,Ohio,Champaign
Peña Blanca,New Mexico,Sandoval
Hollow Rock,Tennessee,Carroll
Clarissa,Minnesota,Todd
Swansea,South Carolina,Lexington
Oneida Castle,New York,Oneida
Green Valley,Illinois,Tazewell
Noatak,Alaska,Northwest Arctic
Siren,Wisconsin,Burnett
Roche Harbor,Washington,San Juan
Shoals,Indiana,Martin
Wickliffe,Kentucky,Ballard
Washingtonville,Ohio,Columbiana
Hometown,West Virginia,Putnam
North Lynbrook,New York,Nassau
North Topsail Beach,North Carolina,Onslow
Raleigh,Florida,Levy
Elmwood,Wisconsin,Pierce
Lake Winola,Pennsylvania,Wyoming
Oconomowoc Lake,Wisconsin,Waukesha
Mill Creek,West Virginia,Randolph
Hill City,South Dakota,Pennington
Mount Calvary,Wisconsin,Fond du Lac
Hazleton,Iowa,Buchanan
Lake Benton,Minnesota,Lincoln
Florien,Louisiana,Sabine
Island Pond,Vermont,Essex
Tigerton,Wisconsin,Shawano
Rockland,Wisconsin,La Crosse
Grantsboro,North Carolina,Pamlico
Chester Hill,Pennsylvania,Clearfield
Port O'Connor,Texas,Calhoun
Kahite,Tennessee,Monroe
Colmesneil,Texas,Tyler
Harlingen,New Jersey,Somerset
Orason,Texas,Cameron
Stratford,Iowa,Hamilton
Valley City,Ohio,Medina
Porum,Oklahoma,Muskogee
Marshallville,Ohio,Wayne
Fultonville,New York,Montgomery
Woods Bay,Montana,Lake
Hotevilla-Bacavi,Arizona,Navajo
Modjeska,California,Orange
Brecon,Ohio,Hamilton
Wilseyville,California,Calaveras
Rail Road Flat,California,Calaveras
Gadsden,Arizona,Yuma
Portland,Pennsylvania,Northampton
Tohatchi,New Mexico,McKinley
Lenox,Georgia,Cook
Maguayo,Puerto Rico,Lajas
Penn,Pennsylvania,Westmoreland
Sorrel,Louisiana,St. Mary
Britton,Michigan,Lenawee
Fuller Acres,California,Kern
Nineveh,Indiana,Johnson
Driscoll,Texas,Nueces
Marion Heights,Pennsylvania,Northumberland
Mantua,Ohio,Portage
Biron,Wisconsin,Wood
Elk Park,North Carolina,Avery
Marion,Utah,Summit
Sierra Blanca,Texas,Hudspeth
Edgewater,Alabama,Jefferson
Adairville,Kentucky,Logan
Park City,Kentucky,Barren
Windfall City,Indiana,Tipton
Brooks,Georgia,Fayette
Manokotak,Alaska,Dillingham
Pocono Pines,Pennsylvania,Monroe
Malaga,California,Fresno
Leeds,Utah,Washington
Cassville,Wisconsin,Grant
Round Top,New York,Greene
Millheim,Pennsylvania,Centre
Brownsville,Wisconsin,Dodge
Pleasant View,Pennsylvania,Armstrong
Bolton,Mississippi,Hinds
Supreme,Louisiana,Assumption
Brimfield,Illinois,Peoria
Polk,Pennsylvania,Venango
Eva,Alabama,Morgan
Cherokee,Kansas,Crawford
Holland,Arkansas,Faulkner
Somerville,Alabama,Morgan
Piney View,West Virginia,Raleigh
Kasigluk,Alaska,Bethel
Wilton,Alabama,Shelby
Peru,Nebraska,Nemaha
Shelby,Alabama,Shelby
Wonewoc,Wisconsin,Juneau
Brevig Mission,Alaska,Nome
Napi Headquarters,New Mexico,San Juan
West Goshen,California,Tulare
Roby,Texas,Fisher
Dauberville,Pennsylvania,Berks
Taylor Springs,Illinois,Montgomery
Huntington,Oregon,Baker
Institute,West Virginia,Kanawha
Bovey,Minnesota,Itasca
Warsaw,Minnesota,Rice
Reeltown,Alabama,Tallapoosa
Northwest,North Carolina,Brunswick
West Wilmerding,Pennsylvania,Allegheny
Caddo Valley,Arkansas,Clark
Crofton,Kentucky,Christian
Seneca Gardens,Kentucky,Jefferson
Benjamin,Utah,Utah
Santa Rosa,Arizona,Pima
Pendleton,Texas,Bell
Livingston Manor,New York,Sullivan
Dixonville,Pennsylvania,Indiana
Kernville,California,Kern
Joaquin,Texas,Shelby
Jackson,North Carolina,Northampton
Murray,Connecticut,Greater Bridgeport
Pattison,Texas,Waller
Las Croabas,Puerto Rico,Fajardo
Barataria,Louisiana,Jefferson
Birnamwood,Wisconsin,Shawano
Tom Bean,Texas,Grayson
Montrose,Iowa,Lee
South Weldon,North Carolina,Halifax
Bluetown,Texas,Cameron
Minden,Iowa,Pottawattamie
Delta,Pennsylvania,York
McGregor,Iowa,Clayton
Seama,New Mexico,Cibola
Central Valley,Utah,Sevier
Dalton City,Illinois,Moultrie
Wibaux,Montana,Wibaux
Natural Steps,Arkansas,Pulaski
Darrtown,Ohio,Butler
El Refugio,Texas,Starr
Wickliffe,Oklahoma,Mayes
Fairfax,Missouri,Atchison
St. John,Washington,Whitman
Sterling,Nebraska,Johnson
Hodge,Louisiana,Jackson
Waco,Georgia,Haralson
Fouke,Arkansas,Miller
Twin Oaks,Missouri,St. Louis
North Chevy Chase,Maryland,Montgomery
Maury City,Tennessee,Crockett
Hurst,Illinois,Williamson
Greenbush,Minnesota,Roseau
Grayland,Washington,Grays Harbor
Stockton,Minnesota,Winona
Lacey,Arkansas,Drew
Derby Center,Vermont,Orleans
Smiths Grove,Kentucky,Warren
Lake Tanglewood,Texas,Randall
Juniata,Nebraska,Adams
Bertrand,Nebraska,Phelps
Allenport,Pennsylvania,Huntingdon
Wyocena,Wisconsin,Columbia
Greensboro,Florida,Gadsden
Melville,Louisiana,St. Landry
Unionville,New York,Orange
Candlewood Orchards,Connecticut,Western Connecticut
Hermitage,Missouri,Hickory
Clarks Grove,Minnesota,Freeborn
Riverton,Kansas,Cherokee
Francis Creek,Wisconsin,Manitowoc
Corydon,Kentucky,Henderson
Sandyfield,North Carolina,Columbus
Hardin,Missouri,Ray
Oljato-Monument Valley,Utah,San Juan
Kooskia,Idaho,Idaho
Gaston,Oregon,Washington
Blucksberg Mountain,South Dakota,Meade
Carlisle Barracks,Pennsylvania,Cumberland
Rockaway Beach,Missouri,Taney
Valley Brook,Oklahoma,Oklahoma
Norborne,Missouri,Carroll
Taycheedah,Wisconsin,Fond du Lac
Stella,Puerto Rico,Rincón
Woodsdale,Ohio,Butler
Gratz,Pennsylvania,Dauphin
Madison,California,Yolo
New Straitsville,Ohio,Perry
Palatine Bridge,New York,Montgomery
Tuxedo Park,New York,Orange
Sewickley Hills,Pennsylvania,Allegheny
Fairview,Alabama,Cullman
Fordland,Missouri,Webster
Antonito,Colorado,Conejos
Osmond,Nebraska,Pierce
Dove Creek,Colorado,Dolores
North Brentwood,Maryland,Prince George's
Albert City,Iowa,Buena Vista
Stafford,Kansas,Stafford
Dale,Wisconsin,Outagamie
Port Leyden,New York,Lewis
Lemannville,Louisiana,Ascension
Onaga,Kansas,Pottawatomie
Sedalia,North Carolina,Guilford
Andover,Ohio,Ashtabula
Brookport,Illinois,Massac
Elkhart,Iowa,Polk
Pecan Park,New Mexico,Luna
Bloomdale,Ohio,Wood
Pinckard,Alabama,Dale
Quentin,Pennsylvania,Lebanon
Rawson,Ohio,Hancock
Pleasant Hope,Missouri,Polk
Kersey,Pennsylvania,Elk
Ramona,Oklahoma,Washington
Chatham,Louisiana,Jackson
Lakeside,Ohio,Ottawa
Lakeside,Iowa,Buena Vista
Paragonah,Utah,Iron
Thorntonville,Texas,Ward
Jetmore,Kansas,Hodgeman
Sanderson,Texas,Terrell
Grey Forest,Texas,Bexar
Cannondale,Connecticut,Western Connecticut
Timber Lake,South Dakota,Dewey
Santa Clara,Texas,Guadalupe
Robbinsville,North Carolina,Graham
Wingo,Kentucky,Graves
Calumet,Michigan,Houghton
Overton,Nebraska,Dawson
Chaires,Florida,Leon
Remington,Ohio,Hamilton
Shiloh,Georgia,Harris
East Galesburg,Illinois,Knox
Diamondville,Wyoming,Lincoln
Saluda,North Carolina,Polk
Port Austin,Michigan,Huron
Freeport,Ohio,Harrison
Purple Sage,Wyoming,Sweetwater
Weiner,Arkansas,Poinsett
Crooked Creek,West Virginia,Logan
Millington,Illinois,LaSalle
Crenshaw,Mississippi,Panola
Cambalache,Puerto Rico,Canóvanas
Caseville,Michigan,Huron
Ellendale,Delaware,Sussex
Arizona Village,Arizona,Mohave
Flint Creek,Oklahoma,Delaware
Trenton,Texas,Fannin
Mosier,Oregon,Wasco
Belleplain,New Jersey,Cape May
Humboldt,South Dakota,Minnehaha
Pine Valley,New York,Chemung
Marion,Michigan,Osceola
Columbia,North Carolina,Tyrrell
Martin,Louisiana,Red River
Yaurel,Puerto Rico,Arroyo
Buena,Washington,Yakima
Avon,South Dakota,Bon Homme
Woodhull,Illinois,Henry
Red Creek,New York,Wayne
Qulin,Missouri,Butler
East Bernstadt,Kentucky,Laurel
Garza-Salinas II,Texas,Starr
Brookside,Ohio,Belmont
Hokah,Minnesota,Houston
Parkway,Missouri,Franklin
Lidgerwood,North Dakota,Richland
Midland,Maryland,Allegany
Pennsbury Village,Pennsylvania,Allegheny
Solis,Texas,Cameron
Newborn,Georgia,Newton
St. Stephen,Minnesota,Stearns
Aquasco,Maryland,Prince George's
Edgeley,North Dakota,LaMoure
Gouldsboro,Pennsylvania,Wayne
Chippewa Lake,Ohio,Medina
Ethridge,Tennessee,Lawrence
Findlay,Illinois,Shelby
Murrayville,Illinois,Morgan
Hershey,Nebraska,Lincoln
Oak Grove,Texas,Kaufman
Lawrenceville,Pennsylvania,Tioga
Friendship,Tennessee,Crockett
Redwater,Mississippi,Leake
Johnson Siding,South Dakota,Pennington
East Williston,Florida,Levy
Waelder,Texas,Gonzales
Cross Keys,Pennsylvania,Blair
Lake Saint Clair,Missouri,Franklin
Stanton,Iowa,Montgomery
Nassawadox,Virginia,Northampton
Avon,Illinois,Fulton
Bird-in-Hand,Pennsylvania,Lancaster
Smelterville,Idaho,Shoshone
Mecca,Indiana,Parke
Pasadena Park,Missouri,St. Louis
Vanleer,Tennessee,Dickson
McCartys Village,New Mexico,Cibola
San Ildefonso Pueblo,New Mexico,Santa Fe
Pomfret,Maryland,Charles
New Florence,Pennsylvania,Westmoreland
Chatom,Alabama,Washington
North Powder,Oregon,Union
Wallace,South Carolina,Marlboro
Lake City,Michigan,Missaukee
Lakeville,Indiana,St. Joseph
Launiupoko,Hawaii,Maui
Cherry Tree,Oklahoma,Adair
Fonda,Iowa,Pocahontas
Coward,South Carolina,Florence
Mount Morris,Pennsylvania,Greene
Milner,Georgia,Lamar
Corbin City,New Jersey,Atlantic
Center City,Minnesota,Chisago
Bancroft,Iowa,Kossuth
Delleker,California,Plumas
Colbert,Georgia,Madison
Stonington,Illinois,Christian
Dennisville,New Jersey,Cape May
East Cathlamet,Washington,Wahkiakum
Leeton,Missouri,Johnson
Bendersville,Pennsylvania,Adams
Shipman,Illinois,Macoupin
Ingold,North Carolina,Sampson
Coldwater,Kansas,Comanche
Cinco Bayou,Florida,Okaloosa
The Lakes,Minnesota,Murray
Yankeetown,Florida,Levy
Brookfield,New Jersey,Warren
Woolrich,Pennsylvania,Clinton
Wolsey,South Dakota,Beadle
Pennville,Indiana,Jay
Stebbins,Alaska,Nome
Sawmill,Arizona,Apache
Lexington,Alabama,Lauderdale
Bishopville,Maryland,Worcester
Palestine,Arkansas,St. Francis
Loghill Village,Colorado,Ouray
St. Paul,Kansas,Neosho
Cascade,Wisconsin,Sheboygan
Santa Margarita,California,San Luis Obispo
Powhatan,Virginia,Powhatan
Mettawa,Illinois,Lake
Takilma,Oregon,Josephine
Polkville,Mississippi,Smith
Buffalo Lake,Minnesota,Renville
Tyrone,New Mexico,Grant
Ozark Acres,Arkansas,Sharp
Canistota,South Dakota,McCook
Bella Villa,Missouri,St. Louis
Mackinac Island,Michigan,Mackinac
Glenwood,Nebraska,Buffalo
Gilmore City,Iowa,Humboldt
Sharpsville,Indiana,Tipton
Harrah,Washington,Yakima
Elysian,Minnesota,Le Sueur
Downs,Kansas,Osborne
Hungry Horse,Montana,Flathead
Cynthiana,Indiana,Posey
Holiday Hills,Illinois,McHenry
Gouglersville,Pennsylvania,Berks
Carlsbad,Texas,Tom Green
Minong,Wisconsin,Washburn
Glen Ullin,North Dakota,Morton
Kiowa,Oklahoma,Pittsburg
Myton,Utah,Duchesne
Charlotte Court House,Virginia,Charlotte
Wylandville,Pennsylvania,Washington
Duck,North Carolina,Dare
South Coffeyville,Oklahoma,Nowata
Marion,Louisiana,Union
Adair,Oklahoma,Mayes
Cherry Valley,Arkansas,Cross
Trimble,Missouri,Clinton
Dry Tavern,Pennsylvania,Greene
Stewartsville,New Jersey,Warren
Ida,Michigan,Monroe
Lake View,South Carolina,Dillon
Meeteetse,Wyoming,Park
Wallace Ridge,Louisiana,Catahoula
Warwick,Georgia,Worth
Corinne,West Virginia,Wyoming
White Haven,Montana,Lincoln
Moreland,Georgia,Coweta
Bethlehem,Georgia,Barrow
Walkerville,Montana,Silver Bow
Honeoye,New York,Ontario
Sunsites,Arizona,Cochise
Gaylordsville,Connecticut,Western Connecticut
Claysville,Pennsylvania,Washington
Rough and Ready,California,Nevada
Blanchardville,Wisconsin,Lafayette
Hay Springs,Nebraska,Sheridan
Emily,Minnesota,Crow Wing
North Philipsburg,Pennsylvania,Centre
Lake of the Woods,Indiana,Marshall
Dahlgren Center,Virginia,King George
Trimont,Minnesota,Martin
Molena,Georgia,Pike
New England,North Dakota,Hettinger
Titusville,New York,Dutchess
Onida,South Dakota,Sully
Jasper,Oregon,Lane
Walden,Colorado,Jackson
Alden,Minnesota,Freeborn
Washburn,Iowa,Black Hawk
Mount Sidney,Virginia,Augusta
Verplanck,New York,Westchester
Paris,Pennsylvania,Washington
Sabin,Minnesota,Clay
Onalaska,Washington,Lewis
Varna,New York,Tompkins
Smallwood,New York,Sullivan
North Middletown,Kentucky,Bourbon
Peterstown,West Virginia,Monroe
Morris Run,Pennsylvania,Tioga
Fabrica,Texas,Maverick
Sardis,Arkansas,Saline
Greenevers,North Carolina,Duplin
Queen City,Missouri,Schuyler
Loleta,California,Humboldt
Alta,Wyoming,Teton
Elsah,Illinois,Jersey
Adams,Tennessee,Robertson
Reynolds,Indiana,White
Hilltop,West Virginia,Fayette
Poplar,Montana,Roosevelt
Wauzeka,Wisconsin,Crawford
Glasgow,Oregon,Coos
Kevil,Kentucky,Ballard
Bettsville,Ohio,Seneca
Forest Junction,Wisconsin,Calumet
Hooversville,Pennsylvania,Somerset
Unity,South Carolina,Lancaster
Alger,Washington,Skagit
Brighton,Iowa,Washington
Washington Boro,Pennsylvania,Lancaster
Conway,Missouri,Laclede
Retreat,Texas,Navarro
Sunfield,Michigan,Eaton
Bell Buckle,Tennessee,Bedford
Cascade,Montana,Cascade
Maybee,Michigan,Monroe
Heuvelton,New York,St. Lawrence
Alba,Missouri,Jasper
Byron,Michigan,Shiawassee
Corsica,South Dakota,Douglas
Asherton,Texas,Dimmit
Elgin,North Dakota,Grant
Accord,New York,Ulster
Black Eagle,Montana,Cascade
Radcliffe,Iowa,Hardin
Quebrada Prieta,Puerto Rico,Canóvanas
Roosevelt Estates,Arizona,Gila
Selma,Oregon,Josephine
Glenwood,Utah,Sevier
Jefferson,West Virginia,Kanawha
Van Horne,Iowa,Benton
Stateline,Nevada,Douglas
Harleyville,South Carolina,Dorchester
Parma,Michigan,Jackson
Rauchtown,Pennsylvania,Clinton
Portal,Georgia,Bulloch
East Millstone,New Jersey,Somerset
Ranshaw,Pennsylvania,Northumberland
Copenhagen,New York,Lewis
Riverview,Virginia,Wise
Screven,Georgia,Wayne
Trail,Oregon,Jackson
Blairstown,Iowa,Benton
Tyronza,Arkansas,Poinsett
Hickory,Pennsylvania,Washington
Port Gibson,New York,Ontario
Coalville,Iowa,Webster
Oak Creek,Colorado,Routt
Reedsville,West Virginia,Preston
Margaretville,New York,Delaware
Fountain Lake,Arkansas,Garland
Addison,Alabama,Winston
Camden,Indiana,Carroll
Arlee,Montana,Lake
Shindler,South Dakota,Lincoln
Amagansett,New York,Suffolk
Beach City,Ohio,Stark
Randolph,Mississippi,Pontotoc
Arivaca Junction,Arizona,Pima
Paoli,Oklahoma,Garvin
Thaxton,Mississippi,Pontotoc
East Vandergrift,Pennsylvania,Westmoreland
Chesterfield,Tennessee,Henderson
Arcadia,Ohio,Hancock
Ossipee,North Carolina,Alamance
Sunrise Shores,Texas,Henderson
Dana,Indiana,Vermillion
Amana,Iowa,Iowa
Duncan,Nebraska,Platte
Bairdford,Pennsylvania,Allegheny
Whitesville,Kentucky,Daviess
New Goshen,Indiana,Vigo
Isleton,California,Sacramento
Deerwood,Minnesota,Crow Wing
Grazierville,Pennsylvania,Blair
Acomita Lake,New Mexico,Cibola
White Hall,Alabama,Lowndes
Grand Ridge,Illinois,LaSalle
Taylor,Arkansas,Columbia
Englewood,Pennsylvania,Schuylkill
Ivalee,Alabama,Etowah
Bell Arthur,North Carolina,Pitt
Hindman,Kentucky,Knott
Crystal Beach,New York,Ontario
Pateros,Washington,Okanogan
Freedom Plains,New York,Dutchess
Murray,Iowa,Clarke
Castalian Springs,Tennessee,Sumner
Ideal,Georgia,Macon
Payne Springs,Texas,Henderson
Blue Berry Hill,Texas,Bee
Randall,Minnesota,Morrison
Villa Heights,Virginia,Henry
Van Buren,Ohio,Hancock
Eads,Colorado,Kiowa
Alton,Missouri,Oregon
Armour,South Dakota,Douglas
Pavo,Georgia,Thomas
Paradise Park,California,Santa Cruz
